Pergunta;Comparacao;Variante_A;Variante_B;SoftDice;Impacto;N_Tabelas;Wilcoxon_stat;p_value;p_adj_fdr;significant;Modelo
P7;v23_fk_nullable_sample_rows_plus_sample_values vs Full;v23_fk_nullable_sample_rows_plus_sample_values;v01_full;0,7898283690542579;0,10617163094574211;24;68,0;0,019106064880171504;0,01990215091684532;True;MISTRAL
P7;v24_full_no_numeric_stats vs Full;v24_full_no_numeric_stats;v01_full;0,8388118838587753;0,057188116141224765;24;97,0;0,129737894486393;0,129737894486393;False;MISTRAL
P7;v25_full_no_sample_rows vs Full;v25_full_no_sample_rows;v01_full;0,7594650034523949;0,13653499654760515;24;65,0;0,015148080897183062;0,01721372829225348;True;MISTRAL
P1;FK vs baseline;v02_plus_fk;v00_baseline;0,8022061404600768;0,014793859539923182;24;134,0;0,6634435653686523;0,6681714610937983;False;GEMINI
P1;nullable vs baseline;v03_plus_nullable;v00_baseline;0,832292044303996;-0,015292044303996;24;135,0;0,6681714610937983;0,6681714610937983;False;GEMINI
P1;numeric_stats vs baseline;v04_plus_numeric_stats;v00_baseline;0,7912896063542042;0,025710393645795748;24;118,0;0,3605422290915895;0,5408133436373843;False;GEMINI
P1;sample_values vs baseline;v05_plus_sample_values;v00_baseline;0,7167036401451506;0,1002963598548493;24;50,0;0,0031430721282958984;0,009429216384887695;True;GEMINI
P1;frequent_values vs baseline;v06_plus_frequent_values;v00_baseline;0,7496810848851686;0,06731891511483135;24;94,0;0,11396121978759766;0,2279224395751953;False;GEMINI
P1;sample_rows vs baseline;v07_plus_sample_rows;v00_baseline;0,706220564768921;0,11077943523107892;24;40,0;0,0009626150131225586;0,0057756900787353516;True;GEMINI
P2;numeric_stats sozinho;v04_plus_numeric_stats;v00_baseline;0,7912896063542042;0,025710393645795748;24;118,0;0,3605422290915895;0,5408133436373843;False;GEMINI
P2;numeric_stats + nullable vs nullable;v14_nullable_plus_numeric_stats;v03_plus_nullable;0,8046361406693161;0,012363859330683846;24;147,0;0,944107174873352;0,944107174873352;False;GEMINI
P2;full vs full-sem-numeric_stats;v01_full;v24_full_no_numeric_stats;0,8354022573459089;-0,018402257345908946;24;98,0;0,14335036277770996;0,4300510883331299;False;GEMINI
P3;rows vs sample_values;v07_plus_sample_rows;v05_plus_sample_values;0,7025795661323665;0,11442043386763345;24;56,0;0,005897641181945801;0,013761162757873535;True;GEMINI
P3;rows vs frequent_values;v07_plus_sample_rows;v06_plus_frequent_values;0,6865075363965326;0,13049246360346733;24;40,0;0,0009626150131225586;0,006228446960449219;True;GEMINI
P3;rows+sample_val vs rows;v15_sample_rows_vs_sample_values;v07_plus_sample_rows;0,7380804517839055;0,07891954821609448;24;76,0;0,03448166432407807;0,06034291256713663;False;GEMINI
P3;rows+sample_val vs sample_val;v15_sample_rows_vs_sample_values;v05_plus_sample_values;0,7902315103247229;0,026768489675277007;24;121,0;0,4223414659500122;0,4927317102750143;False;GEMINI
P3;rows+freq_val vs rows;v16_sample_rows_vs_frequent_values;v07_plus_sample_rows;0,7706977533723753;0,04630224662762461;24;100,0;0,15998530387878418;0,22397942543029783;False;GEMINI
P3;rows+ambos vs rows;v17_sample_rows_plus_both_values;v07_plus_sample_rows;0,7040080777132465;0,11299192228675348;24;45,0;0,0017795562744140625;0,006228446960449219;True;GEMINI
P3;full vs full-sem-rows;v01_full;v25_full_no_sample_rows;0,7930034690604889;0,02399653093951104;24;150,0;1,0;1,0;False;GEMINI
P4;FK+sample_val vs sample_val;v08_fk_plus_sample_values;v05_plus_sample_values;0,7789341076528068;0,03806589234719315;24;122,0;0,4389305114746094;0,7624605950547685;False;GEMINI
P4;FK+freq_val vs freq_val;v09_fk_plus_frequent_values;v06_plus_frequent_values;0,7902778607748321;0,026722139225167862;24;124,0;0,45747635703286105;0,7624605950547685;False;GEMINI
P4;FK+ambos vs FK+sample_val;v10_fk_plus_sample_and_frequent;v08_fk_plus_sample_values;0,8086873023970234;0,008312697602976593;24;149,0;0,9772017475618193;0,9772017475618193;False;GEMINI
P4;FK+rows vs rows;v11_fk_plus_sample_rows;v07_plus_sample_rows;0,7497382654648593;0,06726173453514062;24;88,0;0,07872927188873291;0,39364635944366455;False;GEMINI
P4;FK isolado vs baseline;v02_plus_fk;v00_baseline;0,8022061404600768;0,014793859539923182;24;134,0;0,6634435653686523;0,8293044567108154;False;GEMINI
P5;nullable+sample_val vs sample_val;v12_nullable_plus_sample_values;v05_plus_sample_values;0,8007480463518005;0,016251953648199424;24;142,0;0,8333734273910522;0,8333734273910522;False;GEMINI
P5;nullable+freq_val vs freq_val;v13_nullable_plus_frequent_values;v06_plus_frequent_values;0,7917216477217016;0,025278352278298333;24;134,0;0,6634435653686523;0,8333734273910522;False;GEMINI
P5;nullable+numeric_stats vs numeric_stats;v14_nullable_plus_numeric_stats;v04_plus_numeric_stats;0,7590870509484491;0,057912949051550866;24;101,0;0,1688096523284912;0,6752386093139648;False;GEMINI
P5;nullable isolado vs baseline;v03_plus_nullable;v00_baseline;0,832292044303996;-0,015292044303996;24;135,0;0,6681714610937983;0,8333734273910522;False;GEMINI
P7;v00_baseline vs Full;v00_baseline;v01_full;0,6967106521687313;0,12028934783126866;24;51,0;0,0035042762756347656;0,04380345344543457;True;GEMINI
P7;v02_plus_fk vs Full;v02_plus_fk;v01_full;0,7203339869992392;0,09666601300076072;24;79,0;0,04248917102813721;0,09656629779122093;False;GEMINI
P7;v03_plus_nullable vs Full;v03_plus_nullable;v01_full;0,6955992975152462;0,12140070248475376;24;57,0;0,006516098976135254;0,05430082480112712;False;GEMINI
P7;v04_plus_numeric_stats vs Full;v04_plus_numeric_stats;v01_full;0,6960998959483847;0,12090010405161522;24;64,0;0,012604832649230957;0,06302416324615479;False;GEMINI
P7;v05_plus_sample_values vs Full;v05_plus_sample_values;v01_full;0,7339061032961176;0,08309389670388234;24;75,0;0,03148162364959717;0,08744895458221436;False;GEMINI
P7;v06_plus_frequent_values vs Full;v06_plus_frequent_values;v01_full;0,7274993821264006;0,08950061787359931;24;92,0;0,09747350652585786;0,17405983308188902;False;GEMINI
P7;v07_plus_sample_rows vs Full;v07_plus_sample_rows;v01_full;0,7387175643995797;0,07828243560042025;24;68,0;0,017870306968688965;0,06382252488817487;False;GEMINI
P7;v08_fk_plus_sample_values vs Full;v08_fk_plus_sample_values;v01_full;0,7355983220328358;0,08140167796716413;24;93,0;0,10738253593444824;0,1789708932240804;False;GEMINI
P7;v09_fk_plus_frequent_values vs Full;v09_fk_plus_frequent_values;v01_full;0,7208118289842359;0,09618817101576405;24;67,0;0,016406655311584473;0,06382252488817487;False;GEMINI
P7;v10_fk_plus_sample_and_frequent vs Full;v10_fk_plus_sample_and_frequent;v01_full;0,7400679165102632;0,07693208348973679;24;86,0;0,06910169124603271;0,13288786778083214;False;GEMINI
P7;v11_fk_plus_sample_rows vs Full;v11_fk_plus_sample_rows;v01_full;0,7241662155089084;0,09283378449109159;24;77,0;0,036649227142333984;0,09162306785583496;False;GEMINI
P7;v12_nullable_plus_sample_values vs Full;v12_nullable_plus_sample_values;v01_full;0,734329884964246;0,08267011503575394;24;73,0;0,026927709579467773;0,08414909243583679;False;GEMINI
P7;v13_nullable_plus_frequent_values vs Full;v13_nullable_plus_frequent_values;v01_full;0,736725311901072;0,0802746880989279;24;84,0;0,060427069664001465;0,12588972846666974;False;GEMINI
P7;v14_nullable_plus_numeric_stats vs Full;v14_nullable_plus_numeric_stats;v01_full;0,6761827331596902;0,1408172668403097;24;29,0;0,0005455780864730924;0,013639452161827308;True;GEMINI
P7;v15_sample_rows_vs_sample_values vs Full;v15_sample_rows_vs_sample_values;v01_full;0,7945319772409078;0,0224680227590921;24;130,0;0,5838061571121216;0,729757696390152;False;GEMINI
P7;v16_sample_rows_vs_frequent_values vs Full;v16_sample_rows_vs_frequent_values;v01_full;0,79149620184368;0,02550379815631998;24;140,0;0,7898378372192383;0,8585193882817806;False;GEMINI
P7;v17_sample_rows_plus_both_values vs Full;v17_sample_rows_plus_both_values;v01_full;0,7782745240724012;0,038725475927598785;24;144,0;0,8774070739746094;0,9139657020568848;False;GEMINI
P7;v18_fk_nullable_sample_values vs Full;v18_fk_nullable_sample_values;v01_full;0,7929203932771456;0,024079606722854363;24;138,0;0,746925950050354;0,8487794886935841;False;GEMINI
P7;v19_fk_nullable_frequent_values vs Full;v19_fk_nullable_frequent_values;v01_full;0,7585039657108418;0,05849603428915817;24;115,0;0,3305051326751709;0,4590349064932929;False;GEMINI
P7;v20_fk_nullable_both_values vs Full;v20_fk_nullable_both_values;v01_full;0,7821846711153239;0,03481532888467609;24;98,0;0,14335036277770996;0,21080935702604406;False;GEMINI
P7;v21_fk_nullable_sample_rows vs Full;v21_fk_nullable_sample_rows;v01_full;0,731684650688285;0,08531534931171492;24;60,0;0,008714795112609863;0,054467469453811646;False;GEMINI
P7;v22_fk_nullable_sample_rows_plus_frequent vs Full;v22_fk_nullable_sample_rows_plus_frequent;v01_full;0,7586349890029261;0,05836501099707381;24;134,0;0,6634435653686523;0,7898137682960147;False;GEMINI
P7;v23_fk_nullable_sample_rows_plus_sample_values vs Full;v23_fk_nullable_sample_rows_plus_sample_values;v01_full;0,7857127651517749;0,03128723484822504;24;126,0;0,5087660551071167;0,6694290198777851;False;GEMINI
P7;v24_full_no_numeric_stats vs Full;v24_full_no_numeric_stats;v01_full;0,8354022573459089;-0,018402257345908946;24;98,0;0,14335036277770996;0,21080935702604406;False;GEMINI
P7;v25_full_no_sample_rows vs Full;v25_full_no_sample_rows;v01_full;0,7930034690604889;0,02399653093951104;24;150,0;1,0;1,0;False;GEMINI
