Pergunta;Comparacao;SoftDice;Impacto;Impacto_%;Variante_A;Variante_B;Ruido;Modelo
P4;FK+rows vs rows;0,8000438110619706;0,1189561889380294;12,944090200003197;v11_fk_plus_sample_rows;v07_plus_sample_rows;0,919;DEEPSEEK
P4;FK isolado vs baseline;0,7781441994617576;0,14085580053824243;15,327072963900154;v02_plus_fk;v00_baseline;0,919;DEEPSEEK
P5;nullable+sample_val vs sample_val;0,8473494900215236;0,07165050997847644;7,79657344705946;v12_nullable_plus_sample_values;v05_plus_sample_values;0,919;DEEPSEEK
P5;nullable+freq_val vs freq_val;0,8222373704955356;0,09676262950446446;10,529121817678396;v13_nullable_plus_frequent_values;v06_plus_frequent_values;0,919;DEEPSEEK
P5;nullable+numeric_stats vs numeric_stats;0,8672821735636488;0,051717826436351255;5,627619851616023;v14_nullable_plus_numeric_stats;v04_plus_numeric_stats;0,919;DEEPSEEK
P5;nullable isolado vs baseline;0,8599655803412913;0,0590344196587087;6,423767101056442;v03_plus_nullable;v00_baseline;0,919;DEEPSEEK
P7;v00_baseline vs Full;0,6864121753686745;0,23258782463132555;25,30879484562846;v00_baseline;v01_full;0,919;DEEPSEEK
P7;v02_plus_fk vs Full;0,6987727969839961;0,22022720301600396;23,963787052883998;v02_plus_fk;v01_full;0,919;DEEPSEEK
P7;v03_plus_nullable vs Full;0,6774798818963182;0,2415201181036818;26,280752786037194;v03_plus_nullable;v01_full;0,919;DEEPSEEK
P7;v04_plus_numeric_stats vs Full;0,7119900218261015;0,20700997817389855;22,525568898139124;v04_plus_numeric_stats;v01_full;0,919;DEEPSEEK
P7;v05_plus_sample_values vs Full;0,7357065178151835;0,18329348218481656;19,944883806835314;v05_plus_sample_values;v01_full;0,919;DEEPSEEK
P7;v06_plus_frequent_values vs Full;0,7660603679075898;0,15293963209241024;16,641962142808513;v06_plus_frequent_values;v01_full;0,919;DEEPSEEK
P7;v07_plus_sample_rows vs Full;0,7475386799801736;0,1714613200198264;18,657379762766745;v07_plus_sample_rows;v01_full;0,919;DEEPSEEK
P7;v08_fk_plus_sample_values vs Full;0,8552564807022077;0,06374351929779232;6,936182730989371;v08_fk_plus_sample_values;v01_full;0,919;DEEPSEEK
P7;v09_fk_plus_frequent_values vs Full;0,8097520378776087;0,1092479621223913;11,887699904503949;v09_fk_plus_frequent_values;v01_full;0,919;DEEPSEEK
P7;v10_fk_plus_sample_and_frequent vs Full;0,8572802712098865;0,06171972879011356;6,715966136029766;v10_fk_plus_sample_and_frequent;v01_full;0,919;DEEPSEEK
P7;v11_fk_plus_sample_rows vs Full;0,7374682333929142;0,1815317666070858;19,75318461448159;v11_fk_plus_sample_rows;v01_full;0,919;DEEPSEEK
P7;v12_nullable_plus_sample_values vs Full;0,7508429003258437;0,16815709967415637;18,297834567372835;v12_nullable_plus_sample_values;v01_full;0,919;DEEPSEEK
P7;v13_nullable_plus_frequent_values vs Full;0,752393628600665;0,16660637139933498;18,129093732245373;v13_nullable_plus_frequent_values;v01_full;0,919;DEEPSEEK
P7;v14_nullable_plus_numeric_stats vs Full;0,6936835579751847;0,22531644202481538;24,51756714089395;v14_nullable_plus_numeric_stats;v01_full;0,919;DEEPSEEK
P7;v15_sample_rows_vs_sample_values vs Full;0,8182482379061251;0,10075176209387493;10,963195004774203;v15_sample_rows_vs_sample_values;v01_full;0,919;DEEPSEEK
P7;v16_sample_rows_vs_frequent_values vs Full;0,8294555955927123;0,08954440440728773;9,743678390346869;v16_sample_rows_vs_frequent_values;v01_full;0,919;DEEPSEEK
P7;v17_sample_rows_plus_both_values vs Full;0,8570899078089975;0,06191009219100252;6,736680325462734;v17_sample_rows_plus_both_values;v01_full;0,919;DEEPSEEK
P7;v18_fk_nullable_sample_values vs Full;0,8384284187094013;0,08057158129059871;8,767310260130436;v18_fk_nullable_sample_values;v01_full;0,919;DEEPSEEK
P7;v19_fk_nullable_frequent_values vs Full;0,7824597273593593;0,13654027264064073;14,857483421179621;v19_fk_nullable_frequent_values;v01_full;0,919;DEEPSEEK
