Pergunta;Comparacao;Variante_A;Variante_B;SoftDice;Impacto;N_Tabelas;Wilcoxon_stat;p_value;p_adj_fdr;significant;Modelo
P7;v02_plus_fk vs Full;v02_plus_fk;v01_full;0,6779448097987963;0,2450551902012037;25;24,0;0,00019368543839153304;0,0008540496575561772;True;DEEPSEEK
P7;v03_plus_nullable vs Full;v03_plus_nullable;v01_full;0,6786878036206219;0,24431219637937818;25;14,0;6,441138703938878e-05;0,0007756207575321765;True;DEEPSEEK
P7;v04_plus_numeric_stats vs Full;v04_plus_numeric_stats;v01_full;0,7414997140392157;0,18150028596078438;25;20,0;0,00012409932120514825;0,0007756207575321765;True;DEEPSEEK
P7;v05_plus_sample_values vs Full;v05_plus_sample_values;v01_full;0,7270176676709137;0,19598233232908635;25;29,0;0,0003219594701205108;0,0010061233441265962;True;DEEPSEEK
P7;v06_plus_frequent_values vs Full;v06_plus_frequent_values;v01_full;0,7364955930677196;0,18650440693228043;25;40,0;0,0009643366169652794;0,0018803511126692068;True;DEEPSEEK
P7;v07_plus_sample_rows vs Full;v07_plus_sample_rows;v01_full;0,7796037082212901;0,14339629177870994;25;44,0;0,0014153457463619912;0,0020886964452046415;True;DEEPSEEK
P7;v08_fk_plus_sample_values vs Full;v08_fk_plus_sample_values;v01_full;0,6804040005085423;0,24259599949145771;25;14,0;6,392103872945272e-05;0,0007756207575321765;True;DEEPSEEK
P7;v09_fk_plus_frequent_values vs Full;v09_fk_plus_frequent_values;v01_full;0,7106436574465885;0,21235634255341151;25;26,0;0,00023913390411572965;0,0008540496575561772;True;DEEPSEEK
P7;v10_fk_plus_sample_and_frequent vs Full;v10_fk_plus_sample_and_frequent;v01_full;0,7321292346915138;0,19087076530848623;25;40,0;0,0009777825785879876;0,0018803511126692068;True;DEEPSEEK
P7;v11_fk_plus_sample_rows vs Full;v11_fk_plus_sample_rows;v01_full;0,7484368083669805;0,1745631916330196;25;44,0;0,0014203135827391563;0,0020886964452046415;True;DEEPSEEK
P7;v12_nullable_plus_sample_values vs Full;v12_nullable_plus_sample_values;v01_full;0,6899132783829061;0,23308672161709398;25;25,0;0,00021245682270338453;0,0008540496575561772;True;DEEPSEEK
P7;v13_nullable_plus_frequent_values vs Full;v13_nullable_plus_frequent_values;v01_full;0,7694494077132978;0,1535505922867022;25;54,0;0,003475928537974184;0,0045735901815449785;True;DEEPSEEK
P7;v14_nullable_plus_numeric_stats vs Full;v14_nullable_plus_numeric_stats;v01_full;0,7491019421190481;0,17389805788095192;25;33,0;0,0004908381251575258;0,0013634392365486827;True;DEEPSEEK
P7;v15_sample_rows_vs_sample_values vs Full;v15_sample_rows_vs_sample_values;v01_full;0,8449618705338247;0,07803812946617539;25;101,0;0,09669320298836587;0,09669320298836587;False;DEEPSEEK
P7;v16_sample_rows_vs_frequent_values vs Full;v16_sample_rows_vs_frequent_values;v01_full;0,7610954670983603;0,16190453290163975;25;61,0;0,006263651654533589;0,007456728160159035;True;DEEPSEEK
P7;v17_sample_rows_plus_both_values vs Full;v17_sample_rows_plus_both_values;v01_full;0,7895745750634522;0,13342542493654785;25;61,0;0,006261294623312137;0,007456728160159035;True;DEEPSEEK
P7;v18_fk_nullable_sample_values vs Full;v18_fk_nullable_sample_values;v01_full;0,7598557738088669;0,1631442261911331;25;43,0;0,001292857296773076;0,0020886964452046415;True;DEEPSEEK
P7;v19_fk_nullable_frequent_values vs Full;v19_fk_nullable_frequent_values;v01_full;0,6911155357201263;0,23188446427987375;25;18,0;0,00010061468343769922;0,0007756207575321765;True;DEEPSEEK
P7;v20_fk_nullable_both_values vs Full;v20_fk_nullable_both_values;v01_full;0,7738978162741;0,1491021837259;25;70,0;0,012668541073319077;0,014396069401498951;True;DEEPSEEK
P7;v21_fk_nullable_sample_rows vs Full;v21_fk_nullable_sample_rows;v01_full;0,7456488867515313;0,17735111324846875;25;35,0;0,0005936072197460738;0,001363894716267489;True;DEEPSEEK
P7;v22_fk_nullable_sample_rows_plus_frequent vs Full;v22_fk_nullable_sample_rows_plus_frequent;v01_full;0,7705559838304927;0,1524440161695073;25;49,0;0,002253415957885184;0,003129744385951644;True;DEEPSEEK
P7;v23_fk_nullable_sample_rows_plus_sample_values vs Full;v23_fk_nullable_sample_rows_plus_sample_values;v01_full;0,7795640407660143;0,14343595923398578;25;87,0;0,04186279691550581;0,04360708012031855;True;DEEPSEEK
P7;v24_full_no_numeric_stats vs Full;v24_full_no_numeric_stats;v01_full;0,7852680741897351;0,13773192581026494;25;81,0;0,02815645648368407;0,03060484400400442;True;DEEPSEEK
P7;v25_full_no_sample_rows vs Full;v25_full_no_sample_rows;v01_full;0,7518721981566783;0,17112780184332177;25;44,0;0,0014132201380415875;0,0020886964452046415;True;DEEPSEEK
P1;FK vs baseline;v02_plus_fk;v00_baseline;0,6811965864176066;0,1938034135823934;25;26,0;0,00023975734774343667;0,0005911596446360457;True;MISTRAL
P1;nullable vs baseline;v03_plus_nullable;v00_baseline;0,7079315720029986;0,1670684279970014;25;47,0;0,0018833920967460957;0,002260070516095315;True;MISTRAL
P1;numeric_stats vs baseline;v04_plus_numeric_stats;v00_baseline;0,7013362599647707;0,17366374003522933;25;28,0;0,00029557982231802284;0,0005911596446360457;True;MISTRAL
P1;sample_values vs baseline;v05_plus_sample_values;v00_baseline;0,6907211693154928;0,18427883068450723;25;32,0;0,00044556722375862893;0,0006683508356379435;True;MISTRAL
P1;frequent_values vs baseline;v06_plus_frequent_values;v00_baseline;0,7004792183707709;0,17452078162922913;25;30,0;0,00012022256851196289;0,0005911596446360457;True;MISTRAL
P1;sample_rows vs baseline;v07_plus_sample_rows;v00_baseline;0,7395704356277416;0,1354295643722584;25;56,0;0,004155565189948515;0,004155565189948515;True;MISTRAL
P2;numeric_stats sozinho;v04_plus_numeric_stats;v00_baseline;0,7013362599647707;0,17366374003522933;25;28,0;0,00029557982231802284;0,00029557982231802284;True;MISTRAL
P2;numeric_stats + nullable vs nullable;v14_nullable_plus_numeric_stats;v03_plus_nullable;0,6200493512769585;0,2549506487230415;25;15,0;7,202723123558715e-05;0,00012082654858796164;True;MISTRAL
P2;full vs full-sem-numeric_stats;v01_full;v24_full_no_numeric_stats;0,6424670224877777;0,23253297751222235;25;16,0;8,055103239197442e-05;0,00012082654858796164;True;MISTRAL
P3;rows vs sample_values;v07_plus_sample_rows;v05_plus_sample_values;0,695514814818388;0,17948518518161205;25;23,0;0,0001739003202005089;0,0005576158658378927;True;MISTRAL
P3;rows vs frequent_values;v07_plus_sample_rows;v06_plus_frequent_values;0,6870504646762137;0,18794953532378633;25;31,0;0,0004008243993168311;0,0007014426988044544;True;MISTRAL
P3;rows+sample_val vs rows;v15_sample_rows_vs_sample_values;v07_plus_sample_rows;0,714551927135373;0,16044807286462703;25;66,0;0,0094045464121347;0,00963503122329712;True;MISTRAL
P3;rows+sample_val vs sample_val;v15_sample_rows_vs_sample_values;v05_plus_sample_values;0,699407307422312;0,17559269257768795;25;26,0;0,00023897822821623973;0,0005576158658378927;True;MISTRAL
P3;rows+freq_val vs rows;v16_sample_rows_vs_frequent_values;v07_plus_sample_rows;0,6790322232042514;0,19596777679574862;25;35,0;0,0006008014301414986;0,000841122002198098;True;MISTRAL
P3;rows+ambos vs rows;v17_sample_rows_plus_both_values;v07_plus_sample_rows;0,7387518833020779;0,13624811669792214;25;68,0;0,00963503122329712;0,00963503122329712;True;MISTRAL
P3;full vs full-sem-rows;v01_full;v25_full_no_sample_rows;0,6865787068098476;0,18842129319015244;25;25,0;0,00021514312303761465;0,0005576158658378927;True;MISTRAL
P4;FK+sample_val vs sample_val;v08_fk_plus_sample_values;v05_plus_sample_values;0,7586555900975267;0,1163444099024733;25;67,0;0,010130115429898353;0,016883525716497257;True;MISTRAL
P4;FK+freq_val vs freq_val;v09_fk_plus_frequent_values;v06_plus_frequent_values;0,8118552007321914;0,06314479926780858;25;102,0;0,10295903036397955;0,12869878795497441;False;MISTRAL
P4;FK+ambos vs FK+sample_val;v10_fk_plus_sample_and_frequent;v08_fk_plus_sample_values;0,7445469208866444;0,13045307911335557;25;66,0;0,009340284673738816;0,016883525716497257;True;MISTRAL
P4;FK+rows vs rows;v11_fk_plus_sample_rows;v07_plus_sample_rows;0,7939020932173848;0,08109790678261519;25;128,0;0,3524942747953175;0,3524942747953175;False;MISTRAL
P4;FK isolado vs baseline;v02_plus_fk;v00_baseline;0,6811965864176066;0,1938034135823934;25;26,0;0,00023975734774343667;0,0011987867387171832;True;MISTRAL
P5;nullable+sample_val vs sample_val;v12_nullable_plus_sample_values;v05_plus_sample_values;0,7808305020595282;0,0941694979404718;25;81,0;0,028277880480454647;0,040364344863560456;True;MISTRAL
P5;nullable+freq_val vs freq_val;v13_nullable_plus_frequent_values;v06_plus_frequent_values;0,7819512966579351;0,09304870334206494;25;101,0;0,0977877892639935;0,0977877892639935;False;MISTRAL
P5;nullable+numeric_stats vs numeric_stats;v14_nullable_plus_numeric_stats;v04_plus_numeric_stats;0,777194117925188;0,097805882074812;25;82,0;0,030273258647670342;0,040364344863560456;True;MISTRAL
P5;nullable isolado vs baseline;v03_plus_nullable;v00_baseline;0,7079315720029986;0,1670684279970014;25;47,0;0,0018833920967460957;0,007533568386984383;True;MISTRAL
P7;v00_baseline vs Full;v00_baseline;v01_full;0,6055742549325287;0,2694257450674713;25;9,0;1,9669532775878906e-06;1,2293457984924316e-05;True;MISTRAL
P7;v02_plus_fk vs Full;v02_plus_fk;v01_full;0,5511901628352177;0,3238098371647823;25;4,0;4,172325134277344e-07;4,967053731282553e-06;True;MISTRAL
