schema,table,row_count,column_count,pk,status,execution_seconds,attempts,processed_at,error
magento2,tax_calculation,4,5,tax_calculation_id,success,0.03,1,2026-09-13T18:56:49.237111,
magento2,tax_calculation_rate,2,9,tax_calculation_rate_id,success,0.06,1,2026-09-13T18:56:49.488001,
magento2,tax_calculation_rate_title,0,4,tax_calculation_rate_title_id,success,0.01,1,2026-09-13T18:56:49.686403,
magento2,tax_calculation_rule,2,5,tax_calculation_rule_id,success,0.02,1,2026-09-13T18:56:49.847479,
magento2,tax_class,4,3,class_id,success,0.02,1,2026-09-13T18:56:50.037192,
magento2,tax_order_aggregated_created,0,8,id,success,0.01,1,2026-09-13T18:56:50.235617,
magento2,tax_order_aggregated_updated,0,8,id,success,0.01,1,2026-09-13T18:56:50.457463,
magento2,translation,46,6,key_id,success,0.03,1,2026-09-13T18:56:50.677348,
magento2,url_rewrite,0,10,url_rewrite_id,success,0.01,1,2026-09-13T18:56:50.874101,
magento2,vde_theme_change,0,3,change_id,success,0.01,1,2026-09-13T18:56:51.063125,
magento2,weee_tax,0,8,value_id,success,0.01,1,2026-09-13T18:56:51.220390,
magento2,widget,0,4,widget_id,success,0.0,1,2026-09-13T18:56:51.400517,
magento2,widget_instance,0,7,instance_id,success,0.01,1,2026-09-13T18:56:51.603626,
magento2,widget_instance_page,0,8,page_id,success,0.01,1,2026-09-13T18:56:51.827377,
magento2,widget_instance_page_layout,0,2,,success,0.01,1,2026-09-13T18:56:52.041450,
magento2,wishlist,0,5,wishlist_id,success,0.01,1,2026-09-13T18:56:52.186069,
magento2,wishlist_item,0,7,wishlist_item_id,success,0.01,1,2026-09-13T18:56:52.342548,
magento2,wishlist_item_option,0,5,option_id,success,0.01,1,2026-09-13T18:56:52.585388,
