Tipo,Alvo,HardDice_Lex_mean,SoftDice_Sem_mean,N_Tabelas,base
INTRA,DEEPSEEK,0.7973509102322662,0.9188724747193512,885,esus
INTRA,MISTRAL,0.7655367231638418,0.8953832146452421,885,esus
INTRA,OPENAI,0.8617200251098557,0.9394209643796189,885,esus
INTER,DEEPSEEK__VS__MISTRAL,0.2162628164888052,0.608041449434265,885,esus
INTER,DEEPSEEK__VS__OPENAI,0.21901653065494875,0.6224117097240482,885,esus
INTER,MISTRAL__VS__OPENAI,0.2859761456371626,0.6574839244105374,885,esus
