Tabela,ModelPair,HardDice_Lex_mean,SoftDice_Sem_mean
public.rl_evolucao_odonto_parte_bucal,MISTRAL__VS__OPENAI,0.4444444444444445,0.7581359545389811
public.rl_evolucao_odonto_proced,DEEPSEEK__VS__MISTRAL,0.3333333333333333,0.8222544391949972
public.rl_evolucao_odonto_proced,DEEPSEEK__VS__OPENAI,0.3333333333333333,0.6155192057291666
public.rl_evolucao_odonto_proced,MISTRAL__VS__OPENAI,0.6666666666666666,0.8367109497388204
public.rl_evolucao_plano_ciap,DEEPSEEK__VS__MISTRAL,0.3333333333333333,0.5335343281428019
public.rl_evolucao_plano_ciap,DEEPSEEK__VS__OPENAI,0.5555555555555556,0.9187258813116286
public.rl_evolucao_plano_ciap,MISTRAL__VS__OPENAI,0.3333333333333333,0.604584276676178
public.rl_evolucao_subjetivo_ciap,DEEPSEEK__VS__MISTRAL,0.27777777777777773,0.5665357444021437
public.rl_evolucao_subjetivo_ciap,DEEPSEEK__VS__OPENAI,0.4444444444444444,0.614170385731591
public.rl_evolucao_subjetivo_ciap,MISTRAL__VS__OPENAI,0.49999999999999994,0.704847127199173
public.rl_grupo_condicao_ciap_cid,DEEPSEEK__VS__MISTRAL,0.16666666666666666,0.6285620629787445
public.rl_grupo_condicao_ciap_cid,DEEPSEEK__VS__OPENAI,0.0,0.4631768465042114
public.rl_grupo_condicao_ciap_cid,MISTRAL__VS__OPENAI,0.05555555555555555,0.41292954484621686
public.rl_historico_cabecalho,DEEPSEEK__VS__MISTRAL,0.0,0.3297024965286255
public.rl_historico_cabecalho,DEEPSEEK__VS__OPENAI,0.0,0.2698247830073039
public.rl_historico_cabecalho,MISTRAL__VS__OPENAI,0.1111111111111111,0.6063347127702502
public.rl_inscrito_topico_notificacao,DEEPSEEK__VS__MISTRAL,0.0,0.6432751615842184
public.rl_inscrito_topico_notificacao,DEEPSEEK__VS__OPENAI,0.0,0.6795570850372314
public.rl_inscrito_topico_notificacao,MISTRAL__VS__OPENAI,0.0,0.4658220012982686
public.rl_manifest_alergiaevolucao,DEEPSEEK__VS__MISTRAL,0.0,0.7895881599850124
public.rl_manifest_alergiaevolucao,DEEPSEEK__VS__OPENAI,0.48148148148148145,0.6123957258683664
public.rl_manifest_alergiaevolucao,MISTRAL__VS__OPENAI,0.0,0.5056423213746812
public.rl_perfil_cbo_padrao,DEEPSEEK__VS__MISTRAL,0.0,0.5333787931336298
public.rl_perfil_cbo_padrao,DEEPSEEK__VS__OPENAI,0.0,0.5684892513133861
public.rl_perfil_cbo_padrao,MISTRAL__VS__OPENAI,0.3333333333333333,0.5560094912846884
public.rl_proced_atributo_complem,DEEPSEEK__VS__MISTRAL,0.5,0.7751944263776144
public.rl_proced_atributo_complem,DEEPSEEK__VS__OPENAI,0.3333333333333333,0.7834965652889676
public.rl_proced_atributo_complem,MISTRAL__VS__OPENAI,0.5555555555555555,0.7314588361316257
public.rl_proced_cbo,DEEPSEEK__VS__MISTRAL,0.0,0.6033291949166192
public.rl_proced_cbo,DEEPSEEK__VS__OPENAI,0.0,0.6228748427497016
public.rl_proced_cbo,MISTRAL__VS__OPENAI,0.38888888888888884,0.8185663157039219
public.rl_proced_cds_proced,DEEPSEEK__VS__MISTRAL,0.0,0.47956647475560504
public.rl_proced_cds_proced,DEEPSEEK__VS__OPENAI,0.3333333333333333,0.5354477630721198
public.rl_proced_cds_proced,MISTRAL__VS__OPENAI,0.0,0.6232986450195312
public.rl_proced_cid10,DEEPSEEK__VS__MISTRAL,0.3333333333333333,0.33333295583724976
public.rl_proced_cid10,DEEPSEEK__VS__OPENAI,0.2222222222222222,0.5077730152342055
public.rl_proced_cid10,MISTRAL__VS__OPENAI,0.5555555555555555,0.6478056642744278
public.rl_proced_exame_detalhe,DEEPSEEK__VS__MISTRAL,0.7333333333333334,0.8769746422767639
public.rl_proced_exame_detalhe,DEEPSEEK__VS__OPENAI,0.3555555555555555,0.7777185413572524
public.rl_proced_exame_detalhe,MISTRAL__VS__OPENAI,0.39444444444444443,0.7887756493356494
public.rl_proced_grupo_exame,DEEPSEEK__VS__MISTRAL,0.0,0.8200060725212097
public.rl_proced_grupo_exame,DEEPSEEK__VS__OPENAI,0.3333333333333333,0.8358574112256368
public.rl_proced_grupo_exame,MISTRAL__VS__OPENAI,0.3333333333333333,0.8917022248109182
public.rl_proced_tipo_registro,DEEPSEEK__VS__MISTRAL,0.6666666666666666,0.9096333781878153
public.rl_proced_tipo_registro,DEEPSEEK__VS__OPENAI,0.6666666666666666,0.9418611327807108
public.rl_proced_tipo_registro,MISTRAL__VS__OPENAI,0.6666666666666666,0.943120280901591
public.rl_prof_municipio,DEEPSEEK__VS__MISTRAL,0.0,0.5344515681266785
public.rl_prof_municipio,DEEPSEEK__VS__OPENAI,0.0,0.4519748484646833
public.rl_prof_municipio,MISTRAL__VS__OPENAI,0.0,0.35683838327725725
public.rl_qst_associacao_opcao_pergnt,DEEPSEEK__VS__MISTRAL,0.0,0.7031356857882606
public.rl_qst_associacao_opcao_pergnt,DEEPSEEK__VS__OPENAI,0.0,0.7583105497890048
public.rl_qst_associacao_opcao_pergnt,MISTRAL__VS__OPENAI,0.16666666666666666,0.741987019777298
public.rl_qst_resposta_opcao_pergunta,DEEPSEEK__VS__MISTRAL,0.0,0.7846905191739401
public.rl_qst_resposta_opcao_pergunta,DEEPSEEK__VS__OPENAI,0.6666666666666666,0.8819124301274618
public.rl_qst_resposta_opcao_pergunta,MISTRAL__VS__OPENAI,0.0,0.8044262329737345
public.rl_recurso_acao,DEEPSEEK__VS__MISTRAL,0.16666666666666666,0.7090789410803052
public.rl_recurso_acao,DEEPSEEK__VS__OPENAI,0.0,0.6498716009987726
public.rl_recurso_acao,MISTRAL__VS__OPENAI,0.16666666666666666,0.7712331314881643
public.rl_respostamca_opcaomca,DEEPSEEK__VS__MISTRAL,0.0,0.64466060201327
public.rl_respostamca_opcaomca,DEEPSEEK__VS__OPENAI,0.3333333333333333,0.8365341623624166
public.rl_respostamca_opcaomca,MISTRAL__VS__OPENAI,0.0,0.7380033532778422
public.rl_situacaoface_evolucaodente,DEEPSEEK__VS__MISTRAL,0.0,0.7015100916226705
public.rl_situacaoface_evolucaodente,DEEPSEEK__VS__OPENAI,0.0,0.5158831278483073
public.rl_situacaoface_evolucaodente,MISTRAL__VS__OPENAI,0.3333333333333333,0.7980697154998779
public.rl_situacaoraiz_evolucaodente,DEEPSEEK__VS__MISTRAL,0.0,0.5535133083661398
public.rl_situacaoraiz_evolucaodente,DEEPSEEK__VS__OPENAI,0.0,0.4741383194923401
public.rl_situacaoraiz_evolucaodente,MISTRAL__VS__OPENAI,0.0,0.6220234831174215
public.rl_tecido_mole_lesao,DEEPSEEK__VS__MISTRAL,0.0,0.671818799442715
public.rl_tecido_mole_lesao,DEEPSEEK__VS__OPENAI,0.0,0.33350473642349243
public.rl_tecido_mole_lesao,MISTRAL__VS__OPENAI,0.0,0.5375624696413676
public.rl_tipo_atend_proced_automatic,DEEPSEEK__VS__MISTRAL,0.3333333333333333,0.8318741718928019
public.rl_tipo_atend_proced_automatic,DEEPSEEK__VS__OPENAI,0.0,0.5511703491210938
public.rl_tipo_atend_proced_automatic,MISTRAL__VS__OPENAI,0.3333333333333333,0.5854950745900472
public.rl_tipo_consulta_odnt_prc_auto,DEEPSEEK__VS__MISTRAL,0.16666666666666666,0.7257885767353907
public.rl_tipo_consulta_odnt_prc_auto,DEEPSEEK__VS__OPENAI,0.6666666666666666,0.6666662494341532
public.rl_tipo_consulta_odnt_prc_auto,MISTRAL__VS__OPENAI,0.16666666666666666,0.6493510272767808
public.rl_tipo_encam_odonto_procd_aut,DEEPSEEK__VS__MISTRAL,0.3333333333333333,0.8669474787182277
public.rl_tipo_encam_odonto_procd_aut,DEEPSEEK__VS__OPENAI,0.8,0.7999993324279785
public.rl_tipo_encam_odonto_procd_aut,MISTRAL__VS__OPENAI,0.39999999999999997,0.781250524520874
public.rl_tipo_servico_padrao,DEEPSEEK__VS__MISTRAL,0.0,0.6173574328422546
public.rl_tipo_servico_padrao,DEEPSEEK__VS__OPENAI,0.0,0.6461520459916856
public.rl_tipo_servico_padrao,MISTRAL__VS__OPENAI,0.3333333333333333,0.8045041494899325
public.rl_unidade_medida_dose,DEEPSEEK__VS__MISTRAL,0.1111111111111111,0.46924287743038606
public.rl_unidade_medida_dose,DEEPSEEK__VS__OPENAI,0.0,0.49068308538860744
public.rl_unidade_medida_dose,MISTRAL__VS__OPENAI,0.0,0.4962008198102315
public.rl_unidade_saude_complexidade,DEEPSEEK__VS__MISTRAL,0.3333333333333333,0.5791665845447116
public.rl_unidade_saude_complexidade,DEEPSEEK__VS__OPENAI,0.0,0.6630539033148024
public.rl_unidade_saude_complexidade,MISTRAL__VS__OPENAI,0.0,0.6653492450714111
public.rl_unidade_saude_tipo_servico,DEEPSEEK__VS__MISTRAL,0.6666666666666666,0.9258667296833463
public.rl_unidade_saude_tipo_servico,DEEPSEEK__VS__OPENAI,0.7777777777777778,0.9373244113392301
public.rl_unidade_saude_tipo_servico,MISTRAL__VS__OPENAI,0.6666666666666666,0.9832906126976013
public.rl_via_adm_local_apl_vacina,DEEPSEEK__VS__MISTRAL,0.5,0.6271268030007681
public.rl_via_adm_local_apl_vacina,DEEPSEEK__VS__OPENAI,0.3333333333333333,0.5351576407750448
public.rl_via_adm_local_apl_vacina,MISTRAL__VS__OPENAI,0.16666666666666666,0.6759325762589773
public.ta_ad_cidadao,DEEPSEEK__VS__MISTRAL,0.16666666666666666,0.4489371677239736
public.ta_ad_cidadao,DEEPSEEK__VS__OPENAI,0.0,0.4339047869046529
public.ta_ad_cidadao,MISTRAL__VS__OPENAI,0.0,0.3484649161497752
public.ta_adm_geral,DEEPSEEK__VS__MISTRAL,0.0,0.5338464577992758
public.ta_adm_geral,DEEPSEEK__VS__OPENAI,0.0,0.5338464577992758
public.ta_adm_geral,MISTRAL__VS__OPENAI,0.6666666666666666,0.6666662295659384
public.ta_adm_municipal,DEEPSEEK__VS__MISTRAL,0.0,0.4915243188540141
public.ta_adm_municipal,DEEPSEEK__VS__OPENAI,0.2222222222222222,0.5077820287810432
public.ta_adm_municipal,MISTRAL__VS__OPENAI,0.0,0.48802141348520917
public.ta_agend_compartilhado,DEEPSEEK__VS__MISTRAL,0.0,0.6134109298388163
public.ta_agend_compartilhado,DEEPSEEK__VS__OPENAI,0.0,0.4969409770435757
public.ta_agend_compartilhado,MISTRAL__VS__OPENAI,0.0,0.5298036932945251
public.ta_agendado,DEEPSEEK__VS__MISTRAL,0.1111111111111111,0.653788063261244
public.ta_agendado,DEEPSEEK__VS__OPENAI,0.0,0.6516982427349797
public.ta_agendado,MISTRAL__VS__OPENAI,0.0,0.4537057644791073
public.ta_alergia,DEEPSEEK__VS__MISTRAL,0.0,0.4291939867867363
public.ta_alergia,DEEPSEEK__VS__OPENAI,0.0,0.5659072664048937
public.ta_alergia,MISTRAL__VS__OPENAI,0.7777777777777777,0.7777772810724047
public.ta_alergia_evolucao,DEEPSEEK__VS__MISTRAL,0.0,0.4149645169576009
public.ta_alergia_evolucao,DEEPSEEK__VS__OPENAI,0.037037037037037035,0.4584239919980367
public.ta_alergia_evolucao,MISTRAL__VS__OPENAI,0.16666666666666666,0.7479653259118398
public.ta_animais_domicilio,DEEPSEEK__VS__MISTRAL,0.0,0.4821199112468295
public.ta_animais_domicilio,DEEPSEEK__VS__OPENAI,0.2222222222222222,0.8415077792273628
public.ta_animais_domicilio,MISTRAL__VS__OPENAI,0.2222222222222222,0.5449715720282661
public.ta_antecedente,DEEPSEEK__VS__MISTRAL,0.3333333333333333,0.5926221907138824
public.ta_antecedente,DEEPSEEK__VS__OPENAI,0.1111111111111111,0.616632964875963
public.ta_antecedente,MISTRAL__VS__OPENAI,0.0,0.5213094121880001
public.ta_antecedente_ciap,DEEPSEEK__VS__MISTRAL,0.0,0.417155749268002
public.ta_antecedente_ciap,DEEPSEEK__VS__OPENAI,0.0,0.45982720454533893
public.ta_antecedente_ciap,MISTRAL__VS__OPENAI,0.3333333333333333,0.804274727900823
public.ta_antecedente_historico,DEEPSEEK__VS__MISTRAL,0.3333333333333333,0.6262135174539353
public.ta_antecedente_historico,DEEPSEEK__VS__OPENAI,0.0,0.5164507693714566
public.ta_antecedente_historico,MISTRAL__VS__OPENAI,0.0,0.7547793984413147
public.ta_antecedente_item,DEEPSEEK__VS__MISTRAL,0.3333333333333333,0.7768194278081259
public.ta_antecedente_item,DEEPSEEK__VS__OPENAI,0.0,0.5684517886903552
public.ta_antecedente_item,MISTRAL__VS__OPENAI,0.0,0.5764138831032647
public.ta_arquivo,DEEPSEEK__VS__MISTRAL,0.16666666666666666,0.6824067069424523
public.ta_arquivo,DEEPSEEK__VS__OPENAI,0.5555555555555556,0.7340049522894401
public.ta_arquivo,MISTRAL__VS__OPENAI,0.16666666666666666,0.6154824528429244
public.ta_arquivo_atendprof,DEEPSEEK__VS__MISTRAL,0.3333333333333333,0.784336507320404
public.ta_arquivo_atendprof,DEEPSEEK__VS__OPENAI,0.0,0.6265856822331747
public.ta_arquivo_atendprof,MISTRAL__VS__OPENAI,0.0,0.4678094784418742
public.ta_atend,DEEPSEEK__VS__MISTRAL,0.05555555555555555,0.5467199120256635
public.ta_atend,DEEPSEEK__VS__OPENAI,0.1111111111111111,0.7637523743841385
public.ta_atend,MISTRAL__VS__OPENAI,0.3333333333333333,0.7880372305711111
public.ta_atend_obs,DEEPSEEK__VS__MISTRAL,0.0,0.5386666456858318
public.ta_atend_obs,DEEPSEEK__VS__OPENAI,0.0,0.6828802029291788
public.ta_atend_obs,MISTRAL__VS__OPENAI,0.0,0.6075210173924763
public.ta_atend_obs_plano_cuidado,DEEPSEEK__VS__MISTRAL,0.0,0.20045692059728834
public.ta_atend_obs_plano_cuidado,DEEPSEEK__VS__OPENAI,0.0,0.25269340144263375
public.ta_atend_obs_plano_cuidado,MISTRAL__VS__OPENAI,0.3333333333333333,0.7022369007269541
public.ta_atend_obs_responsavel,DEEPSEEK__VS__MISTRAL,0.0,0.6719454328219095
public.ta_atend_obs_responsavel,DEEPSEEK__VS__OPENAI,0.0,0.7627938985824585
public.ta_atend_obs_responsavel,MISTRAL__VS__OPENAI,0.0,0.6264989773432414
public.ta_atend_proced,DEEPSEEK__VS__MISTRAL,0.3333333333333333,0.5426340103149414
public.ta_atend_proced,DEEPSEEK__VS__OPENAI,0.1111111111111111,0.7904390030437045
public.ta_atend_proced,MISTRAL__VS__OPENAI,0.1111111111111111,0.539747350745731
public.ta_atend_prof,DEEPSEEK__VS__MISTRAL,0.0,0.21036231517791748
public.ta_atend_prof,DEEPSEEK__VS__OPENAI,0.0,0.5489263600773282
