Comparacao,Variante_A,Variante_B,N_Tabelas,HardDice_mean,SoftDice_mean,SoftDice_std,TokensIn_A,TokensIn_B,Delta_TokensIn
rows+sample_val vs sample_val,v15_sample_rows_vs_sample_values,v05_plus_sample_values,24,0.40277777777777773,0.7752793894873725,0.1609743273082953,76755.0,62953.0,13802.0
rows+freq_val vs rows,v16_sample_rows_vs_frequent_values,v07_plus_sample_rows,24,0.27777777777777773,0.763504586286015,0.19865495391419793,58176.0,37997.0,20179.0
full vs full-sem-rows,v01_full,v25_full_no_sample_rows,24,0.4166666666666667,0.759461063477728,0.2194075695113218,119606.0,105589.0,14017.0
rows+ambos vs rows,v17_sample_rows_plus_both_values,v07_plus_sample_rows,24,0.25,0.7525614235136243,0.1929180384060905,95725.0,37997.0,57728.0
rows vs sample_values,v07_plus_sample_rows,v05_plus_sample_values,24,0.25,0.7383124497201708,0.18238033959475955,37997.0,62953.0,-24956.0
rows+sample_val vs rows,v15_sample_rows_vs_sample_values,v07_plus_sample_rows,24,0.3333333333333333,0.728881393869718,0.18683502889047376,76755.0,37997.0,38758.0
rows vs frequent_values,v07_plus_sample_rows,v06_plus_frequent_values,24,0.25,0.6986603678928481,0.22695711950973985,37997.0,44374.0,-6377.0
