Comparacao,Variante_A,Variante_B,N_Tabelas,HardDice_mean,SoftDice_mean,SoftDice_std,TokensIn_A,TokensIn_B,Delta_TokensIn
full vs full-sem-numeric_stats,v01_full,v24_full_no_numeric_stats,24,0.5555555555555555,0.8388071101572779,0.14626521627121605,119606.0,110130.0,9476.0
numeric_stats sozinho,v04_plus_numeric_stats,v00_baseline,24,0.47222222222222215,0.8230644919806056,0.15956695805271248,34757.0,24206.0,10551.0
numeric_stats + nullable vs nullable,v14_nullable_plus_numeric_stats,v03_plus_nullable,24,0.3611111111111111,0.7861822603477372,0.1463402972879915,36332.0,25647.0,10685.0
