Comparacao,Variante_A,Variante_B,N_Tabelas,HardDice_mean,SoftDice_mean,SoftDice_std,TokensIn_A,TokensIn_B,Delta_TokensIn
nullable vs baseline,v03_plus_nullable,v00_baseline,24,0.5416666666666666,0.865090678135554,0.14348258604589784,25647.0,24206.0,1441.0
numeric_stats vs baseline,v04_plus_numeric_stats,v00_baseline,24,0.47222222222222215,0.8230644919806056,0.15956695805271248,34757.0,24206.0,10551.0
sample_rows vs baseline,v07_plus_sample_rows,v00_baseline,24,0.3333333333333333,0.7707963867319955,0.14097171888383342,37997.0,24206.0,13791.0
FK vs baseline,v02_plus_fk,v00_baseline,24,0.375,0.7476637057132192,0.2258599128571103,27777.0,24206.0,3571.0
sample_values vs baseline,v05_plus_sample_values,v00_baseline,24,0.27777777777777773,0.715292444659604,0.1616593056808396,62953.0,24206.0,38747.0
frequent_values vs baseline,v06_plus_frequent_values,v00_baseline,24,0.34722222222222215,0.7152898336450259,0.23525934303375817,44374.0,24206.0,20168.0
