Threshold,F1-Score,Accuracy,Precision,Recall
0.0,0.7577639751552795,0.61,0.61,1.0
0.01,0.7577639751552795,0.61,0.61,1.0
0.02,0.7577639751552795,0.61,0.61,1.0
0.03,0.7577639751552795,0.61,0.61,1.0
0.04,0.7577639751552795,0.61,0.61,1.0
0.05,0.7577639751552795,0.61,0.61,1.0
0.06,0.7577639751552795,0.61,0.61,1.0
0.07,0.7577639751552795,0.61,0.61,1.0
0.08,0.7577639751552795,0.61,0.61,1.0
0.09,0.7577639751552795,0.61,0.61,1.0
0.1,0.7577639751552795,0.61,0.61,1.0
0.11,0.7577639751552795,0.61,0.61,1.0
0.12,0.7577639751552795,0.61,0.61,1.0
0.13,0.7577639751552795,0.61,0.61,1.0
0.14,0.7577639751552795,0.61,0.61,1.0
0.15,0.7577639751552795,0.61,0.61,1.0
0.16,0.7577639751552795,0.61,0.61,1.0
0.17,0.7577639751552795,0.61,0.61,1.0
0.18,0.7577639751552795,0.61,0.61,1.0
0.19,0.7577639751552795,0.61,0.61,1.0
0.2,0.7577639751552795,0.61,0.61,1.0
0.21,0.7577639751552795,0.61,0.61,1.0
0.22,0.7577639751552795,0.61,0.61,1.0
0.23,0.7577639751552795,0.61,0.61,1.0
0.24,0.7577639751552795,0.61,0.61,1.0
0.25,0.7577639751552795,0.61,0.61,1.0
0.26,0.7577639751552795,0.61,0.61,1.0
0.27,0.7577639751552795,0.61,0.61,1.0
0.28,0.7577639751552795,0.61,0.61,1.0
0.29,0.7577639751552795,0.61,0.61,1.0
0.3,0.7577639751552795,0.61,0.61,1.0
0.31,0.7577639751552795,0.61,0.61,1.0
0.32,0.7577639751552795,0.61,0.61,1.0
0.33,0.7577639751552795,0.61,0.61,1.0
0.34,0.7577639751552795,0.61,0.61,1.0
0.35000000000000003,0.7577639751552795,0.61,0.61,1.0
0.36,0.7625,0.62,0.6161616161616161,1.0
0.37,0.7721518987341772,0.64,0.6288659793814433,1.0
0.38,0.7721518987341772,0.64,0.6288659793814433,1.0
0.39,0.7770700636942676,0.65,0.6354166666666666,1.0
0.4,0.8108108108108109,0.72,0.6896551724137931,0.9836065573770492
0.41000000000000003,0.8163265306122448,0.73,0.6976744186046512,0.9836065573770492
0.42,0.8194444444444444,0.74,0.7108433734939759,0.9672131147540983
0.43,0.8085106382978724,0.73,0.7125,0.9344262295081968
0.44,0.8057553956834532,0.73,0.717948717948718,0.9180327868852459
0.45,0.8208955223880597,0.76,0.7534246575342466,0.9016393442622951
0.46,0.8,0.74,0.7536231884057971,0.8524590163934426
0.47000000000000003,0.8062015503875968,0.75,0.7647058823529411,0.8524590163934426
0.48,0.8,0.75,0.78125,0.819672131147541
0.49,0.8064516129032259,0.76,0.7936507936507936,0.819672131147541
0.5,0.8166666666666667,0.78,0.8305084745762712,0.8032786885245902
0.51,0.8376068376068376,0.81,0.875,0.8032786885245902
0.52,0.8245614035087719,0.8,0.8867924528301887,0.7704918032786885
0.53,0.8,0.78,0.8979591836734694,0.7213114754098361
0.54,0.7850467289719626,0.77,0.9130434782608695,0.6885245901639344
0.55,0.7735849056603773,0.76,0.9111111111111111,0.6721311475409836
0.56,0.75,0.74,0.9069767441860465,0.639344262295082
0.5700000000000001,0.7378640776699029,0.73,0.9047619047619048,0.6229508196721312
0.58,0.6938775510204082,0.7,0.918918918918919,0.5573770491803278
0.59,0.6736842105263159,0.69,0.9411764705882353,0.5245901639344263
0.6,0.6304347826086957,0.66,0.9354838709677419,0.47540983606557374
0.61,0.6222222222222222,0.66,0.9655172413793104,0.45901639344262296
0.62,0.5581395348837209,0.62,0.96,0.39344262295081966
0.63,0.4556962025316456,0.57,1.0,0.29508196721311475
0.64,0.41558441558441556,0.55,1.0,0.26229508196721313
0.65,0.41558441558441556,0.55,1.0,0.26229508196721313
0.66,0.3055555555555556,0.5,1.0,0.18032786885245902
0.67,0.2571428571428572,0.48,1.0,0.14754098360655737
0.68,0.09375,0.42,1.0,0.04918032786885246
0.6900000000000001,0.03225806451612903,0.4,1.0,0.01639344262295082
0.7000000000000001,0,0.39,0,0.0
0.71,0,0.39,0,0.0
0.72,0,0.39,0,0.0
0.73,0,0.39,0,0.0
0.74,0,0.39,0,0.0
0.75,0,0.39,0,0.0
0.76,0,0.39,0,0.0
0.77,0,0.39,0,0.0
0.78,0,0.39,0,0.0
0.79,0,0.39,0,0.0
0.8,0,0.39,0,0.0
0.81,0,0.39,0,0.0
0.8200000000000001,0,0.39,0,0.0
0.8300000000000001,0,0.39,0,0.0
0.84,0,0.39,0,0.0
0.85,0,0.39,0,0.0
0.86,0,0.39,0,0.0
0.87,0,0.39,0,0.0
0.88,0,0.39,0,0.0
0.89,0,0.39,0,0.0
0.9,0,0.39,0,0.0
0.91,0,0.39,0,0.0
0.92,0,0.39,0,0.0
0.93,0,0.39,0,0.0
0.9400000000000001,0,0.39,0,0.0
0.9500000000000001,0,0.39,0,0.0
0.96,0,0.39,0,0.0
0.97,0,0.39,0,0.0
0.98,0,0.39,0,0.0
0.99,0,0.39,0,0.0
1.0,0,0.39,0,0.0
