Tipo,Alvo,HardDice_Lex_mean,SoftDice_Sem_mean,N_Tabelas
INTRA,DEEPSEEK,0.7178907721280603,0.9094302823314557,295
INTRA,MISTRAL,0.6622222222222223,0.8907302502544137,295
INTRA,OPENAI,0.8294538606403012,0.9363129958010886,295
INTER,DEEPSEEK__VS__MISTRAL,0.0834149403640929,0.6468134871714533,295
INTER,DEEPSEEK__VS__OPENAI,0.10880100439422473,0.6277595809040322,295
INTER,MISTRAL__VS__OPENAI,0.11465160075329567,0.636439644919202,295
